	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
18	two women laughing at a person walking on the furniture .	two women laughing at a child walking on the furniture .	 person,  child	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	2	2
19	two women laughing at a building walking on the furniture .	two women laughing at a palace walking on the furniture .	 building,  palace	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
21	two women laughing at a tree walking on the furniture .	two women laughing at a oak walking on the furniture .	 tree,  oak	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	2	2
22	two women laughing at a building walking on the furniture .	two women laughing at a club walking on the furniture .	 building,  club	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
23	two women laughing at a vehicle walking on the furniture .	two women laughing at a building walking on the furniture .	 vehicle,  building	s	s	none	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	4
24	two women laughing at a building walking on the furniture .	two women laughing at a library walking on the furniture .	 building,  library	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
27	two women laughing at a woman walking on the furniture .	two women laughing at a wife walking on the furniture .	 woman,  wife	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
31	two women laughing at a person walking on the furniture .	two women laughing at a girl walking on the furniture .	 person,  girl	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
32	two women laughing at a hound walking on the furniture .	two women laughing at a dog walking on the furniture .	 hound,  dog	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
33	two women laughing at a vegetable walking on the furniture .	two women laughing at a tomato walking on the furniture .	 vegetable,  tomato	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	2	2
34	two women laughing at a tree walking on the furniture .	two women laughing at a cherry tree walking on the furniture .	 tree,  cherry tree	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	2	2
37	two women laughing at a adult walking on the furniture .	two women laughing at a woman walking on the furniture .	 adult,  woman	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
38	two women laughing at a vehicle walking on the furniture .	two women laughing at a creature walking on the furniture .	 vehicle,  creature	s	s	none	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	4
43	two women laughing at a building walking on the furniture .	two women laughing at a court walking on the furniture .	 building,  court	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	2	2
0	i was hungry but there was no fruit for me .	i was hungry but there was no food for me .	 fruit,  food	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
2	i was hungry but there was no hospital for me .	i was hungry but there was no building for me .	 hospital,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
3	i was hungry but there was no rap for me .	i was hungry but there was no food for me .	 rap,  food	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
4	i was hungry but there was no hound for me .	i was hungry but there was no dog for me .	 hound,  dog	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
5	i was hungry but there was no potato for me .	i was hungry but there was no vegetable for me .	 potato,  vegetable	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
6	i was hungry but there was no watermelon for me .	i was hungry but there was no fruit for me .	 watermelon,  fruit	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
7	i was hungry but there was no rap for me .	i was hungry but there was no music for me .	 rap,  music	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
8	i was hungry but there was no lass for me .	i was hungry but there was no woman for me .	 lass,  woman	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
9	i was hungry but there was no person for me .	i was hungry but there was no man for me .	 person,  man	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
10	i was hungry but there was no pork for me .	i was hungry but there was no meat for me .	 pork,  meat	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
11	i was hungry but there was no brown sugar for me .	i was hungry but there was no sugar for me .	 brown sugar,  sugar	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
16	i was hungry but there was no plant for me .	i was hungry but there was no tree for me .	 plant,  tree	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
17	i was hungry but there was no apple pie for me .	i was hungry but there was no pie for me .	 apple pie,  pie	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
18	i was hungry but there was no child for me .	i was hungry but there was no person for me .	 child,  person	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
19	i was hungry but there was no palace for me .	i was hungry but there was no building for me .	 palace,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
20	i was hungry but there was no snow for me .	i was hungry but there was no weather for me .	 snow,  weather	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
21	i was hungry but there was no oak for me .	i was hungry but there was no tree for me .	 oak,  tree	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
22	i was hungry but there was no club for me .	i was hungry but there was no building for me .	 club,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
23	i was hungry but there was no building for me .	i was hungry but there was no vehicle for me .	 building,  vehicle	s	s	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
24	i was hungry but there was no library for me .	i was hungry but there was no building for me .	 library,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
27	i was hungry but there was no wife for me .	i was hungry but there was no woman for me .	 wife,  woman	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
28	i was hungry but there was no rain for me .	i was hungry but there was no weather for me .	 rain,  weather	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
29	i was hungry but there was no pasta for me .	i was hungry but there was no food for me .	 pasta,  food	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
31	i was hungry but there was no girl for me .	i was hungry but there was no person for me .	 girl,  person	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
32	i was hungry but there was no dog for me .	i was hungry but there was no hound for me .	 dog,  hound	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
33	i was hungry but there was no tomato for me .	i was hungry but there was no vegetable for me .	 tomato,  vegetable	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
34	i was hungry but there was no cherry tree for me .	i was hungry but there was no tree for me .	 cherry tree,  tree	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
35	i was hungry but there was no swing for me .	i was hungry but there was no music for me .	 swing,  music	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
37	i was hungry but there was no woman for me .	i was hungry but there was no adult for me .	 woman,  adult	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
38	i was hungry but there was no creature for me .	i was hungry but there was no vehicle for me .	 creature,  vehicle	s	s	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	5
39	i was hungry but there was no meat for me .	i was hungry but there was no fruit for me .	 meat,  fruit	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	5
40	i was hungry but there was no sleet for me .	i was hungry but there was no weather for me .	 sleet,  weather	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
42	i was hungry but there was no meat for me .	i was hungry but there was no food for me .	 meat,  food	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
43	i was hungry but there was no court for me .	i was hungry but there was no building for me .	 court,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	3
44	i was hungry but there was no pasta for me .	i was hungry but there was no weather for me .	 pasta,  weather	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
0	i was hungry but there was no food for me .	i was hungry but there was no fruit for me .	 food,  fruit	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
2	i was hungry but there was no building for me .	i was hungry but there was no hospital for me .	 building,  hospital	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
3	i was hungry but there was no food for me .	i was hungry but there was no rap for me .	 food,  rap	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
4	i was hungry but there was no dog for me .	i was hungry but there was no hound for me .	 dog,  hound	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
5	i was hungry but there was no vegetable for me .	i was hungry but there was no potato for me .	 vegetable,  potato	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
6	i was hungry but there was no fruit for me .	i was hungry but there was no watermelon for me .	 fruit,  watermelon	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
7	i was hungry but there was no music for me .	i was hungry but there was no rap for me .	 music,  rap	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
8	i was hungry but there was no woman for me .	i was hungry but there was no lass for me .	 woman,  lass	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
9	i was hungry but there was no man for me .	i was hungry but there was no person for me .	 man,  person	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
10	i was hungry but there was no meat for me .	i was hungry but there was no pork for me .	 meat,  pork	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
11	i was hungry but there was no sugar for me .	i was hungry but there was no brown sugar for me .	 sugar,  brown sugar	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
16	i was hungry but there was no tree for me .	i was hungry but there was no plant for me .	 tree,  plant	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
17	i was hungry but there was no pie for me .	i was hungry but there was no apple pie for me .	 pie,  apple pie	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
18	i was hungry but there was no person for me .	i was hungry but there was no child for me .	 person,  child	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
19	i was hungry but there was no building for me .	i was hungry but there was no palace for me .	 building,  palace	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
20	i was hungry but there was no weather for me .	i was hungry but there was no snow for me .	 weather,  snow	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
21	i was hungry but there was no tree for me .	i was hungry but there was no oak for me .	 tree,  oak	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
22	i was hungry but there was no building for me .	i was hungry but there was no club for me .	 building,  club	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
23	i was hungry but there was no vehicle for me .	i was hungry but there was no building for me .	 vehicle,  building	s	s	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	5
24	i was hungry but there was no building for me .	i was hungry but there was no library for me .	 building,  library	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
27	i was hungry but there was no woman for me .	i was hungry but there was no wife for me .	 woman,  wife	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
28	i was hungry but there was no weather for me .	i was hungry but there was no rain for me .	 weather,  rain	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
29	i was hungry but there was no food for me .	i was hungry but there was no pasta for me .	 food,  pasta	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
31	i was hungry but there was no person for me .	i was hungry but there was no girl for me .	 person,  girl	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
32	i was hungry but there was no hound for me .	i was hungry but there was no dog for me .	 hound,  dog	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
33	i was hungry but there was no vegetable for me .	i was hungry but there was no tomato for me .	 vegetable,  tomato	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
34	i was hungry but there was no tree for me .	i was hungry but there was no cherry tree for me .	 tree,  cherry tree	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
35	i was hungry but there was no music for me .	i was hungry but there was no swing for me .	 music,  swing	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
37	i was hungry but there was no adult for me .	i was hungry but there was no woman for me .	 adult,  woman	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
38	i was hungry but there was no vehicle for me .	i was hungry but there was no creature for me .	 vehicle,  creature	s	s	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	5
39	i was hungry but there was no fruit for me .	i was hungry but there was no meat for me .	 fruit,  meat	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	2	5
40	i was hungry but there was no weather for me .	i was hungry but there was no sleet for me .	 weather,  sleet	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
42	i was hungry but there was no food for me .	i was hungry but there was no meat for me .	 food,  meat	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
43	i was hungry but there was no building for me .	i was hungry but there was no court for me .	 building,  court	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	2	1
44	i was hungry but there was no weather for me .	i was hungry but there was no pasta for me .	 weather,  pasta	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
0	every sentence in that fruit is important .	every sentence in that food is important .	 fruit,  food	m	m	leq	MED	up	Every sentence in that x is important.	entailment	2	0
2	every sentence in that hospital is important .	every sentence in that building is important .	 hospital,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
3	every sentence in that rap is important .	every sentence in that food is important .	 rap,  food	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
4	every sentence in that hound is important .	every sentence in that dog is important .	 hound,  dog	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
5	every sentence in that potato is important .	every sentence in that vegetable is important .	 potato,  vegetable	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
6	every sentence in that watermelon is important .	every sentence in that fruit is important .	 watermelon,  fruit	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
7	every sentence in that rap is important .	every sentence in that music is important .	 rap,  music	m	m	leq	MED	up	Every sentence in that x is important.	entailment	1	0
8	every sentence in that lass is important .	every sentence in that woman is important .	 lass,  woman	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
9	every sentence in that person is important .	every sentence in that man is important .	 person,  man	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
10	every sentence in that pork is important .	every sentence in that meat is important .	 pork,  meat	m	m	leq	MED	up	Every sentence in that x is important.	entailment	2	0
11	every sentence in that brown sugar is important .	every sentence in that sugar is important .	 brown sugar,  sugar	m	m	leq	MED	up	Every sentence in that x is important.	entailment	1	0
16	every sentence in that plant is important .	every sentence in that tree is important .	 plant,  tree	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
17	every sentence in that apple pie is important .	every sentence in that pie is important .	 apple pie,  pie	m	m	leq	MED	up	Every sentence in that x is important.	entailment	1	0
18	every sentence in that child is important .	every sentence in that person is important .	 child,  person	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
19	every sentence in that palace is important .	every sentence in that building is important .	 palace,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
20	every sentence in that snow is important .	every sentence in that weather is important .	 snow,  weather	m	m	leq	MED	up	Every sentence in that x is important.	entailment	2	0
21	every sentence in that oak is important .	every sentence in that tree is important .	 oak,  tree	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
22	every sentence in that club is important .	every sentence in that building is important .	 club,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
23	every sentence in that building is important .	every sentence in that vehicle is important .	 building,  vehicle	s	s	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
24	every sentence in that library is important .	every sentence in that building is important .	 library,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
27	every sentence in that wife is important .	every sentence in that woman is important .	 wife,  woman	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
28	every sentence in that rain is important .	every sentence in that weather is important .	 rain,  weather	m	m	leq	MED	up	Every sentence in that x is important.	entailment	2	0
29	every sentence in that pasta is important .	every sentence in that food is important .	 pasta,  food	m	m	leq	MED	up	Every sentence in that x is important.	entailment	2	0
31	every sentence in that girl is important .	every sentence in that person is important .	 girl,  person	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
32	every sentence in that dog is important .	every sentence in that hound is important .	 dog,  hound	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
33	every sentence in that tomato is important .	every sentence in that vegetable is important .	 tomato,  vegetable	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
34	every sentence in that cherry tree is important .	every sentence in that tree is important .	 cherry tree,  tree	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
35	every sentence in that swing is important .	every sentence in that music is important .	 swing,  music	m	m	leq	MED	up	Every sentence in that x is important.	entailment	1	0
37	every sentence in that woman is important .	every sentence in that adult is important .	 woman,  adult	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
38	every sentence in that creature is important .	every sentence in that vehicle is important .	 creature,  vehicle	s	s	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
39	every sentence in that meat is important .	every sentence in that fruit is important .	 meat,  fruit	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
40	every sentence in that sleet is important .	every sentence in that weather is important .	 sleet,  weather	m	m	leq	MED	up	Every sentence in that x is important.	entailment	2	0
42	every sentence in that meat is important .	every sentence in that food is important .	 meat,  food	m	m	leq	MED	up	Every sentence in that x is important.	entailment	2	0
43	every sentence in that court is important .	every sentence in that building is important .	 court,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	2	0
44	every sentence in that pasta is important .	every sentence in that weather is important .	 pasta,  weather	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
0	every sentence in that food is important .	every sentence in that fruit is important .	 food,  fruit	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
2	every sentence in that building is important .	every sentence in that hospital is important .	 building,  hospital	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
3	every sentence in that food is important .	every sentence in that rap is important .	 food,  rap	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	1	4
4	every sentence in that dog is important .	every sentence in that hound is important .	 dog,  hound	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
5	every sentence in that vegetable is important .	every sentence in that potato is important .	 vegetable,  potato	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
6	every sentence in that fruit is important .	every sentence in that watermelon is important .	 fruit,  watermelon	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
7	every sentence in that music is important .	every sentence in that rap is important .	 music,  rap	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
8	every sentence in that woman is important .	every sentence in that lass is important .	 woman,  lass	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
9	every sentence in that man is important .	every sentence in that person is important .	 man,  person	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
10	every sentence in that meat is important .	every sentence in that pork is important .	 meat,  pork	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
11	every sentence in that sugar is important .	every sentence in that brown sugar is important .	 sugar,  brown sugar	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
16	every sentence in that tree is important .	every sentence in that plant is important .	 tree,  plant	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
17	every sentence in that pie is important .	every sentence in that apple pie is important .	 pie,  apple pie	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
18	every sentence in that person is important .	every sentence in that child is important .	 person,  child	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
19	every sentence in that building is important .	every sentence in that palace is important .	 building,  palace	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
20	every sentence in that weather is important .	every sentence in that snow is important .	 weather,  snow	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
21	every sentence in that tree is important .	every sentence in that oak is important .	 tree,  oak	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
22	every sentence in that building is important .	every sentence in that club is important .	 building,  club	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
23	every sentence in that vehicle is important .	every sentence in that building is important .	 vehicle,  building	s	s	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
24	every sentence in that building is important .	every sentence in that library is important .	 building,  library	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
27	every sentence in that woman is important .	every sentence in that wife is important .	 woman,  wife	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
28	every sentence in that weather is important .	every sentence in that rain is important .	 weather,  rain	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
29	every sentence in that food is important .	every sentence in that pasta is important .	 food,  pasta	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
31	every sentence in that person is important .	every sentence in that girl is important .	 person,  girl	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
32	every sentence in that hound is important .	every sentence in that dog is important .	 hound,  dog	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
33	every sentence in that vegetable is important .	every sentence in that tomato is important .	 vegetable,  tomato	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
34	every sentence in that tree is important .	every sentence in that cherry tree is important .	 tree,  cherry tree	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
35	every sentence in that music is important .	every sentence in that swing is important .	 music,  swing	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
37	every sentence in that adult is important .	every sentence in that woman is important .	 adult,  woman	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
38	every sentence in that vehicle is important .	every sentence in that creature is important .	 vehicle,  creature	s	s	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
39	every sentence in that fruit is important .	every sentence in that meat is important .	 fruit,  meat	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
40	every sentence in that weather is important .	every sentence in that sleet is important .	 weather,  sleet	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
42	every sentence in that food is important .	every sentence in that meat is important .	 food,  meat	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
43	every sentence in that building is important .	every sentence in that court is important .	 building,  court	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	2	2
44	every sentence in that weather is important .	every sentence in that pasta is important .	 weather,  pasta	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	2	4
2	tom is driving a hospital .	tom is driving a building .	 hospital,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
4	tom is driving a hound .	tom is driving a dog .	 hound,  dog	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
5	tom is driving a potato .	tom is driving a vegetable .	 potato,  vegetable	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
6	tom is driving a watermelon .	tom is driving a fruit .	 watermelon,  fruit	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
8	tom is driving a lass .	tom is driving a woman .	 lass,  woman	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
9	tom is driving a person .	tom is driving a man .	 person,  man	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
16	tom is driving a plant .	tom is driving a tree .	 plant,  tree	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
18	tom is driving a child .	tom is driving a person .	 child,  person	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
19	tom is driving a palace .	tom is driving a building .	 palace,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
21	tom is driving a oak .	tom is driving a tree .	 oak,  tree	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
22	tom is driving a club .	tom is driving a building .	 club,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
23	tom is driving a building .	tom is driving a vehicle .	 building,  vehicle	s	s	none	MED	up	Tom is driving a x.	non-entailment	1	4
24	tom is driving a library .	tom is driving a building .	 library,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
27	tom is driving a wife .	tom is driving a woman .	 wife,  woman	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
31	tom is driving a girl .	tom is driving a person .	 girl,  person	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
32	tom is driving a dog .	tom is driving a hound .	 dog,  hound	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
33	tom is driving a tomato .	tom is driving a vegetable .	 tomato,  vegetable	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
34	tom is driving a cherry tree .	tom is driving a tree .	 cherry tree,  tree	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
37	tom is driving a woman .	tom is driving a adult .	 woman,  adult	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
38	tom is driving a creature .	tom is driving a vehicle .	 creature,  vehicle	s	s	none	MED	up	Tom is driving a x.	non-entailment	1	4
43	tom is driving a court .	tom is driving a building .	 court,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
2	tom is driving a building .	tom is driving a hospital .	 building,  hospital	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
4	tom is driving a dog .	tom is driving a hound .	 dog,  hound	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
5	tom is driving a vegetable .	tom is driving a potato .	 vegetable,  potato	s	s	geq	MED	up	Tom is driving a x.	non-entailment	1	2
6	tom is driving a fruit .	tom is driving a watermelon .	 fruit,  watermelon	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
8	tom is driving a woman .	tom is driving a lass .	 woman,  lass	s	s	geq	MED	up	Tom is driving a x.	non-entailment	1	2
9	tom is driving a man .	tom is driving a person .	 man,  person	s	s	leq	MED	up	Tom is driving a x.	entailment	2	0
16	tom is driving a tree .	tom is driving a plant .	 tree,  plant	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
18	tom is driving a person .	tom is driving a child .	 person,  child	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
19	tom is driving a building .	tom is driving a palace .	 building,  palace	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
21	tom is driving a tree .	tom is driving a oak .	 tree,  oak	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
22	tom is driving a building .	tom is driving a club .	 building,  club	s	s	geq	MED	up	Tom is driving a x.	non-entailment	1	2
23	tom is driving a vehicle .	tom is driving a building .	 vehicle,  building	s	s	none	MED	up	Tom is driving a x.	non-entailment	2	4
24	tom is driving a building .	tom is driving a library .	 building,  library	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
27	tom is driving a woman .	tom is driving a wife .	 woman,  wife	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
31	tom is driving a person .	tom is driving a girl .	 person,  girl	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
32	tom is driving a hound .	tom is driving a dog .	 hound,  dog	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
33	tom is driving a vegetable .	tom is driving a tomato .	 vegetable,  tomato	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
