	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
3	 food doesn't interest me.	 rap doesn't interest me.	 food,  rap	m	m	none	MED	down	x doesn't interest me.	non-entailment	1	5
7	 music doesn't interest me.	 rap doesn't interest me.	 music,  rap	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
10	 meat doesn't interest me.	 pork doesn't interest me.	 meat,  pork	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
11	 sugar doesn't interest me.	 brown sugar doesn't interest me.	 sugar,  brown sugar	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
17	 pie doesn't interest me.	 apple pie doesn't interest me.	 pie,  apple pie	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
20	 weather doesn't interest me.	 snow doesn't interest me.	 weather,  snow	m	m	geq	MED	down	x doesn't interest me.	entailment	0	1
28	 weather doesn't interest me.	 rain doesn't interest me.	 weather,  rain	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
29	 food doesn't interest me.	 pasta doesn't interest me.	 food,  pasta	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
35	 music doesn't interest me.	 swing doesn't interest me.	 music,  swing	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
39	 fruit doesn't interest me.	 meat doesn't interest me.	 fruit,  meat	m	m	none	MED	down	x doesn't interest me.	non-entailment	1	5
40	 weather doesn't interest me.	 sleet doesn't interest me.	 weather,  sleet	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
42	 food doesn't interest me.	 meat doesn't interest me.	 food,  meat	m	m	geq	MED	down	x doesn't interest me.	entailment	1	1
44	 weather doesn't interest me.	 pasta doesn't interest me.	 weather,  pasta	m	m	none	MED	down	x doesn't interest me.	non-entailment	1	5
2	She was clad in a hospital.	She was clad in a building.	 hospital,  building	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
4	She was clad in a hound.	She was clad in a dog.	 hound,  dog	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
5	She was clad in a potato.	She was clad in a vegetable.	 potato,  vegetable	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
6	She was clad in a watermelon.	She was clad in a fruit.	 watermelon,  fruit	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
8	She was clad in a lass.	She was clad in a woman.	 lass,  woman	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
9	She was clad in a person.	She was clad in a man.	 person,  man	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
16	She was clad in a plant.	She was clad in a tree.	 plant,  tree	s	s	leq	MED	up	She was clad in a x.	entailment	0	0
18	She was clad in a child.	She was clad in a person.	 child,  person	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
19	She was clad in a palace.	She was clad in a building.	 palace,  building	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
21	She was clad in a oak.	She was clad in a tree.	 oak,  tree	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
22	She was clad in a club.	She was clad in a building.	 club,  building	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
23	She was clad in a building.	She was clad in a vehicle.	 building,  vehicle	s	s	none	MED	up	She was clad in a x.	non-entailment	1	4
24	She was clad in a library.	She was clad in a building.	 library,  building	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
27	She was clad in a wife.	She was clad in a woman.	 wife,  woman	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
31	She was clad in a girl.	She was clad in a person.	 girl,  person	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
32	She was clad in a dog.	She was clad in a hound.	 dog,  hound	s	s	leq	MED	up	She was clad in a x.	entailment	0	0
33	She was clad in a tomato.	She was clad in a vegetable.	 tomato,  vegetable	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
34	She was clad in a cherry tree.	She was clad in a tree.	 cherry tree,  tree	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
37	She was clad in a woman.	She was clad in a adult.	 woman,  adult	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
38	She was clad in a creature.	She was clad in a vehicle.	 creature,  vehicle	s	s	none	MED	up	She was clad in a x.	non-entailment	0	4
43	She was clad in a court.	She was clad in a building.	 court,  building	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
2	She was clad in a building.	She was clad in a hospital.	 building,  hospital	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
4	She was clad in a dog.	She was clad in a hound.	 dog,  hound	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
5	She was clad in a vegetable.	She was clad in a potato.	 vegetable,  potato	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
6	She was clad in a fruit.	She was clad in a watermelon.	 fruit,  watermelon	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
8	She was clad in a woman.	She was clad in a lass.	 woman,  lass	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
9	She was clad in a man.	She was clad in a person.	 man,  person	s	s	leq	MED	up	She was clad in a x.	entailment	1	0
16	She was clad in a tree.	She was clad in a plant.	 tree,  plant	s	s	geq	MED	up	She was clad in a x.	non-entailment	1	2
18	She was clad in a person.	She was clad in a child.	 person,  child	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
19	She was clad in a building.	She was clad in a palace.	 building,  palace	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
21	She was clad in a tree.	She was clad in a oak.	 tree,  oak	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
22	She was clad in a building.	She was clad in a club.	 building,  club	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
23	She was clad in a vehicle.	She was clad in a building.	 vehicle,  building	s	s	none	MED	up	She was clad in a x.	non-entailment	1	4
24	She was clad in a building.	She was clad in a library.	 building,  library	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
27	She was clad in a woman.	She was clad in a wife.	 woman,  wife	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
31	She was clad in a person.	She was clad in a girl.	 person,  girl	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
32	She was clad in a hound.	She was clad in a dog.	 hound,  dog	s	s	geq	MED	up	She was clad in a x.	non-entailment	1	2
33	She was clad in a vegetable.	She was clad in a tomato.	 vegetable,  tomato	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
34	She was clad in a tree.	She was clad in a cherry tree.	 tree,  cherry tree	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
37	She was clad in a adult.	She was clad in a woman.	 adult,  woman	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
38	She was clad in a vehicle.	She was clad in a creature.	 vehicle,  creature	s	s	none	MED	up	She was clad in a x.	non-entailment	1	4
43	She was clad in a building.	She was clad in a court.	 building,  court	s	s	geq	MED	up	She was clad in a x.	non-entailment	0	2
2	Two women laughing at a hospital walking on the furniture.	Two women laughing at a building walking on the furniture.	 hospital,  building	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
4	Two women laughing at a hound walking on the furniture.	Two women laughing at a dog walking on the furniture.	 hound,  dog	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
5	Two women laughing at a potato walking on the furniture.	Two women laughing at a vegetable walking on the furniture.	 potato,  vegetable	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
6	Two women laughing at a watermelon walking on the furniture.	Two women laughing at a fruit walking on the furniture.	 watermelon,  fruit	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
8	Two women laughing at a lass walking on the furniture.	Two women laughing at a woman walking on the furniture.	 lass,  woman	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
9	Two women laughing at a person walking on the furniture.	Two women laughing at a man walking on the furniture.	 person,  man	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
16	Two women laughing at a plant walking on the furniture.	Two women laughing at a tree walking on the furniture.	 plant,  tree	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	0	0
18	Two women laughing at a child walking on the furniture.	Two women laughing at a person walking on the furniture.	 child,  person	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
19	Two women laughing at a palace walking on the furniture.	Two women laughing at a building walking on the furniture.	 palace,  building	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
21	Two women laughing at a oak walking on the furniture.	Two women laughing at a tree walking on the furniture.	 oak,  tree	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
22	Two women laughing at a club walking on the furniture.	Two women laughing at a building walking on the furniture.	 club,  building	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
23	Two women laughing at a building walking on the furniture.	Two women laughing at a vehicle walking on the furniture.	 building,  vehicle	s	s	none	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	4
24	Two women laughing at a library walking on the furniture.	Two women laughing at a building walking on the furniture.	 library,  building	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
27	Two women laughing at a wife walking on the furniture.	Two women laughing at a woman walking on the furniture.	 wife,  woman	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
31	Two women laughing at a girl walking on the furniture.	Two women laughing at a person walking on the furniture.	 girl,  person	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
32	Two women laughing at a dog walking on the furniture.	Two women laughing at a hound walking on the furniture.	 dog,  hound	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	0	0
33	Two women laughing at a tomato walking on the furniture.	Two women laughing at a vegetable walking on the furniture.	 tomato,  vegetable	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
34	Two women laughing at a cherry tree walking on the furniture.	Two women laughing at a tree walking on the furniture.	 cherry tree,  tree	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
37	Two women laughing at a woman walking on the furniture.	Two women laughing at a adult walking on the furniture.	 woman,  adult	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
38	Two women laughing at a creature walking on the furniture.	Two women laughing at a vehicle walking on the furniture.	 creature,  vehicle	s	s	none	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	4
43	Two women laughing at a court walking on the furniture.	Two women laughing at a building walking on the furniture.	 court,  building	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
2	Two women laughing at a building walking on the furniture.	Two women laughing at a hospital walking on the furniture.	 building,  hospital	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
4	Two women laughing at a dog walking on the furniture.	Two women laughing at a hound walking on the furniture.	 dog,  hound	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
5	Two women laughing at a vegetable walking on the furniture.	Two women laughing at a potato walking on the furniture.	 vegetable,  potato	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
6	Two women laughing at a fruit walking on the furniture.	Two women laughing at a watermelon walking on the furniture.	 fruit,  watermelon	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
8	Two women laughing at a woman walking on the furniture.	Two women laughing at a lass walking on the furniture.	 woman,  lass	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
9	Two women laughing at a man walking on the furniture.	Two women laughing at a person walking on the furniture.	 man,  person	s	s	leq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	entailment	1	0
16	Two women laughing at a tree walking on the furniture.	Two women laughing at a plant walking on the furniture.	 tree,  plant	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
18	Two women laughing at a person walking on the furniture.	Two women laughing at a child walking on the furniture.	 person,  child	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
19	Two women laughing at a building walking on the furniture.	Two women laughing at a palace walking on the furniture.	 building,  palace	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
21	Two women laughing at a tree walking on the furniture.	Two women laughing at a oak walking on the furniture.	 tree,  oak	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
22	Two women laughing at a building walking on the furniture.	Two women laughing at a club walking on the furniture.	 building,  club	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
23	Two women laughing at a vehicle walking on the furniture.	Two women laughing at a building walking on the furniture.	 vehicle,  building	s	s	none	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	4
24	Two women laughing at a building walking on the furniture.	Two women laughing at a library walking on the furniture.	 building,  library	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
27	Two women laughing at a woman walking on the furniture.	Two women laughing at a wife walking on the furniture.	 woman,  wife	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
31	Two women laughing at a person walking on the furniture.	Two women laughing at a girl walking on the furniture.	 person,  girl	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
32	Two women laughing at a hound walking on the furniture.	Two women laughing at a dog walking on the furniture.	 hound,  dog	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	2
33	Two women laughing at a vegetable walking on the furniture.	Two women laughing at a tomato walking on the furniture.	 vegetable,  tomato	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
34	Two women laughing at a tree walking on the furniture.	Two women laughing at a cherry tree walking on the furniture.	 tree,  cherry tree	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
37	Two women laughing at a adult walking on the furniture.	Two women laughing at a woman walking on the furniture.	 adult,  woman	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
38	Two women laughing at a vehicle walking on the furniture.	Two women laughing at a creature walking on the furniture.	 vehicle,  creature	s	s	none	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	1	4
43	Two women laughing at a building walking on the furniture.	Two women laughing at a court walking on the furniture.	 building,  court	s	s	geq	help-test-contexts	up	Two women laughing at a x walking on the furniture.	non-entailment	0	2
0	I was hungry but there was no fruit for me .	I was hungry but there was no food for me .	 fruit,  food	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
2	I was hungry but there was no hospital for me .	I was hungry but there was no building for me .	 hospital,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
3	I was hungry but there was no rap for me .	I was hungry but there was no food for me .	 rap,  food	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	5
4	I was hungry but there was no hound for me .	I was hungry but there was no dog for me .	 hound,  dog	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
5	I was hungry but there was no potato for me .	I was hungry but there was no vegetable for me .	 potato,  vegetable	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
6	I was hungry but there was no watermelon for me .	I was hungry but there was no fruit for me .	 watermelon,  fruit	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
7	I was hungry but there was no rap for me .	I was hungry but there was no music for me .	 rap,  music	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
8	I was hungry but there was no lass for me .	I was hungry but there was no woman for me .	 lass,  woman	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
9	I was hungry but there was no person for me .	I was hungry but there was no man for me .	 person,  man	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
10	I was hungry but there was no pork for me .	I was hungry but there was no meat for me .	 pork,  meat	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
11	I was hungry but there was no brown sugar for me .	I was hungry but there was no sugar for me .	 brown sugar,  sugar	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
16	I was hungry but there was no plant for me .	I was hungry but there was no tree for me .	 plant,  tree	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
17	I was hungry but there was no apple pie for me .	I was hungry but there was no pie for me .	 apple pie,  pie	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
18	I was hungry but there was no child for me .	I was hungry but there was no person for me .	 child,  person	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
19	I was hungry but there was no palace for me .	I was hungry but there was no building for me .	 palace,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
20	I was hungry but there was no snow for me .	I was hungry but there was no weather for me .	 snow,  weather	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
21	I was hungry but there was no oak for me .	I was hungry but there was no tree for me .	 oak,  tree	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
22	I was hungry but there was no club for me .	I was hungry but there was no building for me .	 club,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
23	I was hungry but there was no building for me .	I was hungry but there was no vehicle for me .	 building,  vehicle	s	s	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	5
24	I was hungry but there was no library for me .	I was hungry but there was no building for me .	 library,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
27	I was hungry but there was no wife for me .	I was hungry but there was no woman for me .	 wife,  woman	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
28	I was hungry but there was no rain for me .	I was hungry but there was no weather for me .	 rain,  weather	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
29	I was hungry but there was no pasta for me .	I was hungry but there was no food for me .	 pasta,  food	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
31	I was hungry but there was no girl for me .	I was hungry but there was no person for me .	 girl,  person	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
32	I was hungry but there was no dog for me .	I was hungry but there was no hound for me .	 dog,  hound	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	3
33	I was hungry but there was no tomato for me .	I was hungry but there was no vegetable for me .	 tomato,  vegetable	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
34	I was hungry but there was no cherry tree for me .	I was hungry but there was no tree for me .	 cherry tree,  tree	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
35	I was hungry but there was no swing for me .	I was hungry but there was no music for me .	 swing,  music	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
37	I was hungry but there was no woman for me .	I was hungry but there was no adult for me .	 woman,  adult	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
38	I was hungry but there was no creature for me .	I was hungry but there was no vehicle for me .	 creature,  vehicle	s	s	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
39	I was hungry but there was no meat for me .	I was hungry but there was no fruit for me .	 meat,  fruit	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
40	I was hungry but there was no sleet for me .	I was hungry but there was no weather for me .	 sleet,  weather	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
42	I was hungry but there was no meat for me .	I was hungry but there was no food for me .	 meat,  food	m	m	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
43	I was hungry but there was no court for me .	I was hungry but there was no building for me .	 court,  building	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
44	I was hungry but there was no pasta for me .	I was hungry but there was no weather for me .	 pasta,  weather	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	5
0	I was hungry but there was no food for me .	I was hungry but there was no fruit for me .	 food,  fruit	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
2	I was hungry but there was no building for me .	I was hungry but there was no hospital for me .	 building,  hospital	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
3	I was hungry but there was no food for me .	I was hungry but there was no rap for me .	 food,  rap	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
4	I was hungry but there was no dog for me .	I was hungry but there was no hound for me .	 dog,  hound	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
5	I was hungry but there was no vegetable for me .	I was hungry but there was no potato for me .	 vegetable,  potato	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
6	I was hungry but there was no fruit for me .	I was hungry but there was no watermelon for me .	 fruit,  watermelon	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
7	I was hungry but there was no music for me .	I was hungry but there was no rap for me .	 music,  rap	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
8	I was hungry but there was no woman for me .	I was hungry but there was no lass for me .	 woman,  lass	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
9	I was hungry but there was no man for me .	I was hungry but there was no person for me .	 man,  person	s	s	leq	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	3
10	I was hungry but there was no meat for me .	I was hungry but there was no pork for me .	 meat,  pork	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
11	I was hungry but there was no sugar for me .	I was hungry but there was no brown sugar for me .	 sugar,  brown sugar	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
16	I was hungry but there was no tree for me .	I was hungry but there was no plant for me .	 tree,  plant	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	0	1
17	I was hungry but there was no pie for me .	I was hungry but there was no apple pie for me .	 pie,  apple pie	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
18	I was hungry but there was no person for me .	I was hungry but there was no child for me .	 person,  child	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
19	I was hungry but there was no building for me .	I was hungry but there was no palace for me .	 building,  palace	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
20	I was hungry but there was no weather for me .	I was hungry but there was no snow for me .	 weather,  snow	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
21	I was hungry but there was no tree for me .	I was hungry but there was no oak for me .	 tree,  oak	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
22	I was hungry but there was no building for me .	I was hungry but there was no club for me .	 building,  club	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
23	I was hungry but there was no vehicle for me .	I was hungry but there was no building for me .	 vehicle,  building	s	s	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	5
24	I was hungry but there was no building for me .	I was hungry but there was no library for me .	 building,  library	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
27	I was hungry but there was no woman for me .	I was hungry but there was no wife for me .	 woman,  wife	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
28	I was hungry but there was no weather for me .	I was hungry but there was no rain for me .	 weather,  rain	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
29	I was hungry but there was no food for me .	I was hungry but there was no pasta for me .	 food,  pasta	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
31	I was hungry but there was no person for me .	I was hungry but there was no girl for me .	 person,  girl	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
32	I was hungry but there was no hound for me .	I was hungry but there was no dog for me .	 hound,  dog	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	0	1
33	I was hungry but there was no vegetable for me .	I was hungry but there was no tomato for me .	 vegetable,  tomato	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
34	I was hungry but there was no tree for me .	I was hungry but there was no cherry tree for me .	 tree,  cherry tree	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
35	I was hungry but there was no music for me .	I was hungry but there was no swing for me .	 music,  swing	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
37	I was hungry but there was no adult for me .	I was hungry but there was no woman for me .	 adult,  woman	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
38	I was hungry but there was no vehicle for me .	I was hungry but there was no creature for me .	 vehicle,  creature	s	s	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	5
39	I was hungry but there was no fruit for me .	I was hungry but there was no meat for me .	 fruit,  meat	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	0	5
40	I was hungry but there was no weather for me .	I was hungry but there was no sleet for me .	 weather,  sleet	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
42	I was hungry but there was no food for me .	I was hungry but there was no meat for me .	 food,  meat	m	m	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
43	I was hungry but there was no building for me .	I was hungry but there was no court for me .	 building,  court	s	s	geq	help-test-contexts	down	I was hungry but there was no x for me .	entailment	1	1
44	I was hungry but there was no weather for me .	I was hungry but there was no pasta for me .	 weather,  pasta	m	m	none	help-test-contexts	down	I was hungry but there was no x for me .	non-entailment	1	5
0	Every sentence in that fruit is important.	Every sentence in that food is important.	 fruit,  food	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
2	Every sentence in that hospital is important.	Every sentence in that building is important.	 hospital,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
3	Every sentence in that rap is important.	Every sentence in that food is important.	 rap,  food	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	0	4
4	Every sentence in that hound is important.	Every sentence in that dog is important.	 hound,  dog	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
5	Every sentence in that potato is important.	Every sentence in that vegetable is important.	 potato,  vegetable	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
6	Every sentence in that watermelon is important.	Every sentence in that fruit is important.	 watermelon,  fruit	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
7	Every sentence in that rap is important.	Every sentence in that music is important.	 rap,  music	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
8	Every sentence in that lass is important.	Every sentence in that woman is important.	 lass,  woman	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
9	Every sentence in that person is important.	Every sentence in that man is important.	 person,  man	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
10	Every sentence in that pork is important.	Every sentence in that meat is important.	 pork,  meat	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
11	Every sentence in that brown sugar is important.	Every sentence in that sugar is important.	 brown sugar,  sugar	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
16	Every sentence in that plant is important.	Every sentence in that tree is important.	 plant,  tree	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
17	Every sentence in that apple pie is important.	Every sentence in that pie is important.	 apple pie,  pie	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
18	Every sentence in that child is important.	Every sentence in that person is important.	 child,  person	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
19	Every sentence in that palace is important.	Every sentence in that building is important.	 palace,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
